,id,free_text,label_id,CLEAN,OFFENSIVE,HATE
49,train_ablwmavvpu,"""ngày đặc_biệt cái ngày này năm trước chui ra từ bụng mẹ thời_gian quay_vòng_vòng năm sau thì ngày_sinh dương_lịch và ngày_sinh âm li ch lại rơi vào cùng ngày_đêm qa mơ thấy mẹ về chúc_mừng sinh_nhật con_gái của mẹ và hôm_nay con tự chúc_mừng sinh_nhật mình mẹ con nhớ mẹ vô_cùng""",0,1.0,0.0,0.0
50,train_abmvxbnqdh,"""trương hoàng_gia báo cần chia_sẻ gấp tìm thân_nhân cho cô gái trong hình hiện_tại em đang được cách_ly khu_vực an_ninh sân_bay của malaysia em ấy sang đây lao_động theo rủ_rê của bạn_bè và giờ trong tình_trạng mê_sảng không nhớ được người_thân gia_đình theo giấy thông_hành thì em ấy quê vĩnh_long ace em nào hay cộng_đồng chung tay giúp tìm gia_đình em ấy để được về nhà vì hiện_tại em ấy ko nhớ được gì nữa chắc rằng người_thân gia_đình đang rất mong_chờ mọi liên_lạc có_thể liên_lạc vs người đăng bài để liên_hệ với bên malaysia giúp em được về với gia_đình mong ace chia sẽ giúp gia_đình em ấy được tìm thấy người_thân của mình nguồn bài""",0,1.0,0.0,0.0
51,train_abnpiwmejl,"""bán hàng bằng cái_tâm khách_hàng cho em không chỉ là tiền mà là niềm_tin em bán sản_phẩm em dùng người_người dùng an_toàn và hiệu_quả xứng_đáng đồng_tiền bỏ ra nếu đã tin_tưởng thì cho em chưa tin thì tiếp_tục theo_dõi nhé thảo lê_thương lê""",0,1.0,0.0,0.0
52,train_abohwgtixp,"""cảm_giác như chớ mấy chỉ_số uv rất nghiêm_trọng hui""",0,1.0,0.0,0.0
53,train_abpocwgirm,"""nguyễn_tuyến mình in khoá_luận xong còn đủ cốc trà đá và điax hướng_dương nha""",0,1.0,0.0,0.0
54,train_abppmnftop,"""lạy chúa xin cho con thêm sức_mạnh để con vượt qua khó_khăn hiện_nay xin hãy đồng_hành cùng con men""",0,1.0,0.0,0.0
55,train_abprezceda,"""khôn như tụi bây xóm tao xích đầy""",2,0.0,0.0,1.0
56,train_abpuhliomw,"""biết ai tử_tế mà chọn""",0,1.0,0.0,0.0
57,train_abqcmbtrxt,"""muốn cái rìu trống_đồng""",0,1.0,0.0,0.0
58,train_abqeetcoqy,"""trinh hà_tàng hìnhh sad vl""",0,1.0,0.0,0.0
59,train_abqeyfwart,"""lấy cm của bạn này ko bọn đầu_bò lại khó hiểu rồi đi chửi người khác ngu""",2,0.0,0.0,1.0
60,train_abrfhpkwqi,"""thương tụi mày quá không biết tụi mày có thương tao không""",0,1.0,0.0,0.0
61,train_abrpglruuc,"""đụ má đươ quyền đánh lũ óc chó nó có đua bắt về tống tù nó hay tịch_thu xe như đà nẳng lấy xe đâu nó đua mấy thằng mình ngươ đầu chó đụ má csgt nó đạp thằng_cha con đĩ mẹ mày thấy sao ngu chó như thằng cứa ad""",2,0.0,0.0,1.0
62,train_abrwhyxjzc,"""the_duy ha kỳ anh đã chờ em cả đời ft khon cam nhân beat by""",0,1.0,0.0,0.0
63,train_abrzpbxbju,"""giống anh anh vl""",0,1.0,0.0,0.0
64,train_absyipztid,"""đt gấu_sịn vl""",0,1.0,0.0,0.0
65,train_abszyzdmmp,"""anh ơi cho em bốc bát tình lãi_suất này em trả bằng con timm thư thư thư thư""",0,1.0,0.0,0.0
66,train_abtagtispm,"""to vl""",0,1.0,0.0,0.0
67,train_abtytnxrgn,"""sợ vl""",0,1.0,0.0,0.0
68,train_abvcknovzo,"""làng xitin gofarm buồn mgo vl""",0,1.0,0.0,0.0
69,train_abvjwziwku,"""in mua_bán phan_thiết bình thuận_thuy thai thủy hôm_nay giao sỉ nên còn dư hộp chân gà xả tắc khách có nhu_cầu ủng_hộ em với nhé hộp ml thủy_tuyền free ship nội_thành phan_thiết nha_quý zị""",0,1.0,0.0,0.0
70,train_abwlrhoipd,"""éo toàn gặp chuyện hãm vl""",0,1.0,0.0,0.0
71,train_acawrpvumr,"""jean ống rộng acid siêu đẹp ri_kha ch si add zalo viber line đê update mâ mơ nhâ va nhanh nhâ chia buôn lô slg si shop""",0,1.0,0.0,0.0
72,train_acbkirulkx,"""thảm và kệ chữ cho các em nhỏ kính mời quý phụ_huynh qua nhà_sách minh châu ngã tư đục khê hương sơn để mua cho con bạn xin kính mời dung vuong trịnh_văn_thành and vân anh vương""",0,1.0,0.0,0.0
73,train_accewomikb,"""box swing slna viettel mu_đá""",0,1.0,0.0,0.0
74,train_accjcvrlst,"""check xong án thành ngưởi tối cổ""",0,1.0,0.0,0.0
75,train_aceprjsmvk,"""bộ về diệu thương diệu thương""",0,1.0,0.0,0.0
76,train_acfvpfvhbz,"""tiếng anh sáng của các bé lớp_ta cùng bé ôn từ_vựng về màu_sắc và con vật quen_thuộc nhé nhu_trang nhu_trang nguyễn_thị hà at mầm_non blue sky""",0,1.0,0.0,0.0
77,train_acgamvteny,"""đoàn thị_ngọc ánh trân_châu đen clip dựa trên câu_chuyện của bài hát độ ta không độ nàng link bài hát tranchauden tiktok douyin""",0,1.0,0.0,0.0
78,train_acgcajyeoz,"""anh phan ai cũng biết nhé mình đang đưa ra mong_muốn của mình thôi mà""",0,1.0,0.0,0.0
79,train_acgmrurqmg,"""cô gái của tôi cười lên em chỉ cần em cười sao em cứ cố_chấp giữ mãi nơi đáy mặt một khoảng trời buồn_tênh sao em không chịu buông bỏ tiếng thở_dài của một mùa thương_nhớ cũ tuổi thanh_xuân ngắn lắm em đừng dột với những nỗi bi_thương""",0,1.0,0.0,0.0
80,train_acgnumahzv,"""một nhà chớ đừng đá nhau xe có bán_cập có_giá tốt cho air blade vn ngay chủ vespa vie_ủy quyền thích xe nào cứ mạnh dạng alo""",0,1.0,0.0,0.0
81,train_achhhkhzpi,"""yên tân đi đi xe_đạp thân_thiện và sắp quay về thời_kì đồ đá""",0,1.0,0.0,0.0
82,train_acjedibtrc,"""được buổi tối mưa hứa trường""",0,1.0,0.0,0.0
83,train_acjiudzgsf,"""chiếu chiếu lục_bình phạm_văn đồng dương kinh hải phòng""",0,1.0,0.0,0.0
84,train_acjslbmnak,"""bạn có biết diệp_lục rất cần trong thế_kỷ thế_kỷ mà chúng_ta đang sống đầy dẫy những chất_độc_hóa học từ thực_phẩm bẩn môi_trường cuộc_sống như vòng quay_cuồng căng_thẳng mệt_mỏi áp_lực từ công_việc gia_đình chúng_ta cần những cốc nước xanh xanh như_vậy để làm gì nghiên_cứu đã chứng_minh diệp_lục giúp thanh_lọc cơ_thể đào_thải độc_tố điều hòa_cơ_thể và giảm căng_thẳng áp_lục và giúp con_người có tâm_trạng tốt hơn đặc_biệt là diệp_lục giúp phòng_ngừa ung_thư chống viêm rất tốt mỗi ngày_cốc diệp_lục là bí_quyết giúp mình bảo_vệ các thành_viên trong gia_đình có sức_khỏe và cuộc_sống tươi_vui hãy liên_hệ cho nếu bạn cũng muốn gia_đình có sức_khỏe hoai thương diệp_lục collagen diệp_lục lysine hoai thương""",0,1.0,0.0,0.0
85,train_ackwdgutsm,"""đm cờ rép pi vl""",1,0.0,1.0,0.0
86,train_aclczwedjb,"""kim_anh nhân nhé""",0,1.0,0.0,0.0
87,train_aclsbxixbe,"""chắc muốn lấy độc trị độc lấy ung_thư trị ung_thư""",0,1.0,0.0,0.0
88,train_aclwgpchnd,"""iphone plus gb lâu lắm mới có lại em dòng ai lấy nhanh nha chốt sớm thì thôi nạ đầy_đủ phụ_kiện cả ốp lưng in ảnh nhoa về vn thì triệu trăm thôi nha bảo_hành tháng_diệu nghĩa_diệu nghĩa lee soo""",0,1.0,0.0,0.0
89,train_acmpgsuhju,"""nhìn cô này điêu vl""",0,1.0,0.0,0.0
90,train_acnybcxtag,"""vũ kim_anh ngu lắm nói thế éo hiểu đâu""",2,0.0,0.0,1.0
91,train_acpbqppwbc,"""nguyễn_hữu_đức yeah music đôi_khi rời xa là cách tốt nhất để người mình yêu hạnh_phúc yeahmusic quanap phamanhquan song quân ai là người_thương em link youtube""",0,1.0,0.0,0.0
92,train_acppqgyzjm,"""dễ tin người vl""",0,1.0,0.0,0.0
93,train_acpqeajyjh,"""đuối như trái chuối nguyễn_như tired""",0,1.0,0.0,0.0
94,train_acskgglfyy,"""không phải tao tao cào nhà mày chứ mà im_lặng để mày tưởng là tao điên mà còn ngu""",2,0.0,0.0,1.0
95,train_actazxojiq,"""trần_ngọc_tùng tùng chữa đề thi thử lần đề này tương_đối nhẹ_nhàng nhỉ share về trước khi thầy ẩn nhé tất_cả câu hỏi đều có trong sách xử_lí nhanh trắc_nghiệm địa_lí của thầy mua tại www_bit ly xlntndl đăng_kí lớp luyện đề trong nhóm bí_mật để giải đề cực chất kết_nối với thầy tùng qua nhận đề thi thử miễn_phí group học_tập miễn_phí youtube instagram fanpage dialithaytung teamthaytung""",0,1.0,0.0,0.0
96,train_actcavpybs,"""hello add nè""",0,1.0,0.0,0.0
97,train_acuatieoua,"""đỗ mỹ linh căn_hộ green town bình tân_tphcm chính chủ cần sang_nhượng căn chính chủ tầng khối đang đi vào hoàn_thiện bành giao giá_tỷ bao hết phòng khách phòng ngủ lót sàn gỗ cao_cấp hq phòng bếp nhà vệ_sinh logia ban_công chi_tiết dự_án www_greentown com vn""",0,1.0,0.0,0.0
98,train_acujmavght,"""tức_giận mấy thì tức_giận chứ đập đồ thì coi như vứt tiền của công_sức mình làm đi rồi ngu vc""",2,0.0,0.0,1.0
99,train_acuwcxuwrx,"""thiệp dentist""",0,1.0,0.0,0.0
100,train_acvylhyngi,"""cũng nhận thấy ngu vl""",0,1.0,0.0,0.0
101,train_acwkcvtkzf,"""hồng hạnh làm đầy_đủ may_mắn sẽ hữu_duyên""",0,1.0,0.0,0.0
102,train_acxtmlkywx,"""vl thế""",0,1.0,0.0,0.0
103,train_acxwezskhz,"""ơi đã từng phi_hung vu""",0,1.0,0.0,0.0
104,train_acyothilvb,"""thề là mình né skill khét vl""",0,1.0,0.0,0.0
105,train_adacfgznoc,"""thính thính thả thính đêm khuya ace đặt_hàng đi ship ngay cho""",0,1.0,0.0,0.0
106,train_adacmmwvqx,"""phicasso tong ba tan cong_canh sat truoc chu nguoi ta dau dinh bat ba dau""",0,1.0,0.0,0.0
107,train_adaxphyril,"""lướt new feed toàn khách xinhh lens phukien bomtoc caitoc keptoc cottoc bongtai vongco vongtay chocker tagao mu_non kinhmat kinhcan donghogiare hquoc qchau hottrend bùi_huỳnh_thư""",0,1.0,0.0,0.0
108,train_adayprucoo,"""lại một đêm khó quên""",0,1.0,0.0,0.0
109,train_adbryadyzu,"""võ_bình yeah music đôi_khi rời xa là cách tốt nhất để người mình yêu hạnh_phúc yeahmusic quanap phamanhquan song quân ai là người_thương em link youtube""",0,1.0,0.0,0.0
110,train_adbvdwjlhg,"""vhgt minh ủa đúng luôn chứ còn gì nữa thích cãi lê huỳnh_yến nhi""",0,1.0,0.0,0.0
111,train_adcceeqsyx,"""sư nước ng_ta như phật còn chùa bên mình sắp đổi tên thành_công_ty rồi""",2,0.0,0.0,1.0
112,train_adcyyorrjy,"""chúc cu snvv hp và thành_công nha có cắt bánh sn nhớ gọi chị nhé hihi""",0,1.0,0.0,0.0
113,train_addbfdkknw,"""câu_chuyện thành_công senior manager dư_thị mỹ ngọc một câu_chuyện đáng_giá dữ_kiện cách để bạn thành_công đó là học làm theo con đường của người thành_công cùng tham_gia buổi chia_sẻ câu_chuyện thành_công tối nay anh_chị nhé với ngọc kim_cương thông_báo nhóm nhé đỗ_thị hoa hải ngọc_may mắni bảo loan bảo bảo le thuy pham thanhthuy bui xoa bùi""",0,1.0,0.0,0.0
114,train_adejfmdtop,"""gia cát lượng đm có link đéo share cho ae""",1,0.0,1.0,0.0
115,train_adeogjboso,"""co_tra gop kh""",0,1.0,0.0,0.0
116,train_adgidzinju,"""về thì hay vl""",0,1.0,0.0,0.0
117,train_adhekmvyrn,"""nổi đau ngọt_ngào shared live video to the group thơ tình ngọt_ngào yêu_thương mắt_kính ace tà_lằng tà_lăng""",0,1.0,0.0,0.0
118,train_adifvpfzat,"""thư thư""",0,1.0,0.0,0.0
119,train_adjunsqebq,"""lê_hậu đô tên la hê nhe kha ba nh vô tu nên""",0,1.0,0.0,0.0
120,train_adjylmvtzr,"""yến huỳnh_nhi nguyen chon di""",0,1.0,0.0,0.0
121,train_adkbplnoym,"""huỳnh_trang ép tội vl""",0,1.0,0.0,0.0
122,train_adleodcyzb,"""không biết nên khóc tiếp hay là thả haha ad thiệt là khiến người_ta tiến_thoái lưỡng nan trân_dư ｌｉｖｉｎｇ ｉｎ 𝙗𝙖𝙢𝙗𝙤𝙤𝙯𝙡𝙚𝙙""",0,1.0,0.0,0.0
123,train_adniayibfh,"""đinh_thuận huynh kiếp trộm chó làm nháy công không được bao_nhiêu nên anh_em rủ nhau đi trộm chó nhưng đen quá không sợ kẻ địch mạnh chỉ sợ đồng_đội ngu như bò tưởng đạt thành mod thành_đạt hải anh trộm chó nguyễn_xuân trung anh chủ nhà vợ chó con chó foto hưng katj huynh anh""",0,1.0,0.0,0.0
124,train_adpawgosfk,"""láo vcl""",0,1.0,0.0,0.0
125,train_adpxouuckx,"""một tháng xa nhà xa cục shit tôm tít thối này tưởng không nhớ mà_lại nhớ không_tưởng thcuốn theo chiều gió motivated nguyễn_thị_thủy""",0,1.0,0.0,0.0
126,train_adrurskdpa,"""chỉ là tin nhắn thôi sao lại khiến tâm_trạng tồi_tệ đến vậy đôi_khi im_lặng không phải không có gì để nói mà là không biết phải nói như thế_nào cả cuộc_sống này vốn_dĩ không có công_bằng hãy sống quen dần vs điều đó anh nhé điều đáng tiếc nhất trong cuộc_đời một con_người chẳng phải chính là dễ_dàng từ_bỏ những thứ không nên từ_bỏ cố_chấp níu giữ những thứ không nên níu giữ tình_yêu vốn là một thứ tình_cảm muôn hình vạn trạng chưa từng bị bỏ_rơi chưa từng bị tổn_thương liệu có_thể hiểu được người_yêu không xin_lỗi vì đã biết trân_trọng anh hoài phương sad hung nguyen""",0,1.0,0.0,0.0
127,train_adrvnzobfu,"""thức tới bh lên thánh""",0,1.0,0.0,0.0
128,train_adsfxuobkh,"""ghen vl lun""",0,1.0,0.0,0.0
129,train_adsmbizull,"""công_nhuận huỷ_diệt vl habt""",0,1.0,0.0,0.0
130,train_adspoiiwhl,"""bộ siêu_nhân bnhiu ki mang vừa""",0,1.0,0.0,0.0
131,train_adsxinlunp,"""cho em xin thông_tin vào mail com""",0,1.0,0.0,0.0
132,train_adsyezaaut,"""về quê nghe mấy con này kêu man_rợ vl""",0,1.0,0.0,0.0
133,train_adunnwhttt,"""an_nhiên hóng là đàn_bà đừng sống quá phụ_thuộc cre truyền_hình vĩnh_long""",0,1.0,0.0,0.0
134,train_advhyhiztr,"""thượng_đẳng vl khinh""",0,1.0,0.0,0.0
135,train_adwfveyfqh,"""đm mấy thằng trộm chúng hay lắm bố vớ đc thì xác_định đi lấy đt bố mày mấy con chó""",2,0.0,0.0,1.0
136,train_adwnucqzct,"""diệp dí kinh_dị kết_hợp trinh_thám""",0,1.0,0.0,0.0
137,train_adwygdltfq,"""mệt phạm thu thảo upset""",0,1.0,0.0,0.0
138,train_adxybtmhat,"""nguyễn_khánh linh đéo làm nữa dỗi vl""",1,0.0,1.0,0.0
139,train_adypnvaoif,"""tao cũng định buôn mà lúc đó đang ngoài đường tao mà_buông thì đéo còn miếng vãi che thân""",1,0.0,1.0,0.0
140,train_aeaajktlxf,"""tùng kem hải_yến sad""",0,1.0,0.0,0.0
141,train_aedocibmky,"""cuong tatto linh thảm xốp ống tay chống nắng máy đuổi muỗi bàn học kèm ghế xe tròn_tập đi song long gối cao_su non tẩy mốc trắng quần_áo bộ đính kim_sa cho bé khuôn làm kem_que bộ tô tượng""",0,1.0,0.0,0.0
142,train_aeeeviaioy,"""đỉnh vl""",0,1.0,0.0,0.0
143,train_aegibvzwxa,"""mik xem youtube còn tập cưới ngoài biển mà""",0,1.0,0.0,0.0
144,train_aehgddpjfd,"""vũ lý sống ảo plus ok chưa anh_em""",0,1.0,0.0,0.0
145,train_aeikqevdgt,"""liễu lam lam ôi đm tao cũng thấy mk đẹp vl""",1,0.0,1.0,0.0
146,train_aeldaatrgr,"""chế quả ảnh khắm vl""",0,1.0,0.0,0.0
147,train_aelkepzgqw,"""bạn nào bk chỗ học dạy nghề hớt_tóc hông chỉ nghĩa với võ_văn nghĩa thankful""",0,1.0,0.0,0.0
148,train_aelorjspht,"""can bộ điện làm vậy cho vào lò đốt livh sử""",0,1.0,0.0,0.0
149,train_aematrdybr,"""mai sẵn mận nha_em km xuống kg ai ăn báo trk mai em ship quả to đỏ hết rồi nhé vũ_thương hiền hiền""",0,1.0,0.0,0.0
150,train_aemizgjzfy,"""nguyễn_thị lê_my mê ẩm_thực""",0,1.0,0.0,0.0
151,train_aemknryjci,"""đừng kể rắc_rối của bạn cho bất_cứ ai chẳng quan_tâm còn thì vui_mừng vì bạn gặp chuyện đời""",0,1.0,0.0,0.0
152,train_aemooevedi,"""nó giết bốn tỉnh miền trung chả làm được gì nó đặp vô_mồm là xong nó sẽ giết chết từ từ trên đời này không ai mà dại rước độc thãi về nhà ngu cả lũ""",2,0.0,0.0,1.0
153,train_aenuoawnzl,"""sầu thái chuẩn tay bóc tay chụp ai ăn ship tận răg nào nguyên quả kg khui múi lag bao lỗi đổi thư mũm thư mũm""",0,1.0,0.0,0.0
154,train_aenxopwjbk,"""toàn nguyễn_đức góc giải_trí""",0,1.0,0.0,0.0
155,train_aeoclorgkt,"""tran minhnhat hnd tv bình be kiểm_dịch các con hàng tc chia_sẻ giúp mình nha anh_em có sao free thì ném vào mẹt mình nha tương_tác nhiều hơn với fanpage để nhận huy_hiệu fan cứng sao free sẽ về nhiều hơn khi bạn tương_tác nhiều hơn xem bằng thiết_bị trình_duyệt sạch nhớ bật thông_báo ưu_tiên để không bỏ lỡ stream nha các bẹn fanpage facebook địa_chỉ nhà tui gió kênh discord bìnhbe hnd fo fifa belibostore review hướngdẫn""",0,1.0,0.0,0.0
156,train_aeodtsmpwk,"""số hưởng vl""",0,1.0,0.0,0.0
157,train_aepfgjdtrc,"""tuyển mẫu mụn cần tìm một bạn mặt mụn làm các quy_trình trị mụn dùng sản_phẩm của hàn_quốc phụ_phí chỉ ai đi được hoặc liên_hệ mình sđt""",0,1.0,0.0,0.0
158,train_aeptufoukn,"""lê_thị_bích ngọc_thu ngài hà_nội nha""",0,1.0,0.0,0.0
